,text,predicted_labels,confidence_score,annotation_correct
23757,****. I have lost the game more times today than any other day in history.  #lostthegame (Blame  ),,,0
23758, of course i really hope that this would be his real twitter page! that would be soo cool,,,0
23759, Haha! Sometimes mobiles makes us slaves ... but it has its own advantages too!,,,0
23760,Just wrote lyrics to my new song exciting!I slept on a full stomach again it`s the worst feeling waking up and still feeling full  euggh,,,0
23761,"Just found out my kitty isn`t pregnant  its a good thing though, we are going to adopt one instead",,,0
23762,At Twin Peaks. High  Yay!,,,0
23763,watching short stack tv,,,0
23764, That`s gorgeous. I`ll check out your new pics!,,,0
23765,"For some dumb reason my dresser is sticky on top. And for another reason, a family history book got attached to it  Now the back is jacked",,,0
23766,Now to go home and cry,,,0
23767,Can`t believe this ****! I`ve spend 30 minutes for for a snickers ice cream... Seems like no one does then anymore!,,,0
23768,Missy higgins kate voegele grace potter and the nocturnals,,,0
23769, you are just wrong!!! Now you`ve come to brag with a full belly??? Smh ...,,,0
23770, What is everyone saying about the supposed **** pics of Matt Striker? Hope he doesn``t get in trouble,,,0
23771, i like,,,0
23772,_nation just launched twittix v1.10 - not convinced,,,0
23773,I want to play parachute games.,,,0
23774, Thats awesome!!  Good idea!!,,,0
23775, no im not  cries LOL,,,0
23776,A long day with the family.   I`m so tired now.  Had fun!,,,0
23777,Bumping Air Supply`s Greastest Hits,,,0
23778,"Well, my aunts dog died. I understand how devastated she is. I`ll probably head over there soon for support",,,0
23779,I hate it when Trevor drives,,,0
23780,So physical therapy,,,0
23781, yeah... WE STILL NEEDA HANG OUT! Lol. I`s glad you had a super time at the show,,,0
23782,#FollowFriday In honor of my web buddies who moved.     ,,,0
23783, That comment was just to ..well you know...to not reply to it.,,,0
23784, i miss jack n box  and whataburger  and oooo taco cabanaaaaaa  lmao,,,0
23785,Funtime was not a lot of fun!! But finally done with it,,,0
23786,"New Star Trek movie = Awesomeness. Unnecessary brief underwear scene (pun intended) but besides that, just awesomeness.  #startrek",,,0
23787, Lol read me like a book,,,0
23788,_76 haha.  weird?!?  no sunshine for us,,,0
23789," lol yeah  haha. yeah, things are okay, pretty much the same. slowly sorting out everything lol. exams are coming D: haha",,,0
23790,Computer remains dead,,,0
23791, are you feeling better? sorry you`re feeling under!,,,0
23792,there`s not many things better than sleeping with my windows open,,,0
23793,Happy Star Wars Day. May the 4th be with you!  Nice that we get a holiday to celebrate  #fb,,,0
23794," aww homesick  i feel you! im homesick for my 2nd home, campp",,,0
23795,"excited about CWPM tomorrow.. only one member is going but still , its a good start",,,0
23796, I`ve had to do laundry for the last two days,,,0
23797,My work buddy left early today so now im all lonely.  keep lookin at the time and its barely only a min later than last time,,,0
23798, i think you`d look cute in the beanie hat,,,0
23799,I love the sunshine and the happiness it brings,,,0
23800,sheboygan / teekay / other kids / fight / angus / ryan / mall / mcdonalds / high / party / beer pong / drink / drive home. fun night,,,0
23801,no one wants a #VirtualKiss,,,0
23802,"Yay, my train is late... It starts here but it`s 15 mins late arriving from London in the first place",,,0
23803,Trully a awful day! ****!,,,0
23804," ik, i feel sooo bad for them",,,0
23805, actually was planning on working @ w12th but alas meetings kaiboshed that plan,,,0
23806," Lunch, yes. A date, nope.",,,0
23807, OMG! I KNOW!  I give myself a stroke everytime I go getting mad at them. (Quietly with the windows rolled up.    ),,,0
23808, so how are you doing this morning ?,,,0
23809,"   that was flippin` sweet, dudes. thanks for sharing",,,0
23810, gosh! i hate it. my school will start in monday too.  and my classes will start 6.00 and end at 12.00 i`ll never had a chance,,,0
23811,have to return my sideways. **** meds and bills.,,,0
23812," : http://tinyurl.com/c6tvz5 Germany loves you, haha.",,,0
23813,Heading into Glasgow for a rehearsal for my upcoming show,,,0
23814, true but if I don`t put a case on it I`ll break it in a week.  don`t worry ill find a way to make it work.,,,0
23815,  AAAAAAHHHHHHHH !!!!!  SOOOOOOOO SWEEEEEEET !!!!!!  I miss that age ..... SOOOO MUCH !,,,0
23816, the idiom?? doesn`t ring a bell eh? hahaha. y`are really thinking of food?! nope. actually in the bathroom. teehee,,,0
23817,I am so hungry! And there is no food for me to steal,,,0
23818,Leaving NOLA today  Counting down the seconds `til I start crying. Love this place so much.,,,0
23819,stoped broadcasting on blogtv coz they all left  and was on my own and one one came any way xD,,,0
23820, those aren`t even the old dolls...they are the new ones that look like sailor moon!,,,0
23821, haha what`s up Matt ?,,,0
23822, Ever seen the tv show Dead Like Me? I died and became a grim reaper. Taking people`s souls after accidents,,,0
23823,I`m bored at work,,,0
23824,Just saw my boo he went back to work now time to do my hair but it`s going to rain WTF,,,0
23825," ill call you on my home phone to your home phone    after dinner tho! coz im almost ready to eat, is that ok? ****",,,0
23826,Its chilly n lonley n this livingroom,,,0
23827,i seriously need to live somewhere fabulously queer. i miss being around **** people,,,0
23828,I got a Coach purse,,,0
23829,"#PhpEd 5.6 running successfuly via #wine , now to get EMS running",,,0
23830,i looked all cute too!,,,0
23831,loves it that the first Monday of May is a Bank Holiday!  http://plurk.com/p/roxar,,,0
23832,"just arrived at , on about 150 fellows i can`t see a girl!",,,0
23833, but cover your sneezes with a tissue for love of God! My germaphobe-ness has significantly increased since joining healthcare,,,0
23834,Wearing glasses gives me a headache.,,,0
23835, I could but won`t get here in time before my Vegas trip  So I`ll still look like a noob there~,,,0
23836," is my son - he gets my vote today coz he has grown into a loving, caring `soul-full` man - who loves his mum",,,0
23837, follow me please!,,,0
23838," so sorry to hear that.  I lost two hard drives this year, I know the feeling",,,0
23839, not impressed....! it might go away if you complain too much!  x,,,0
23840,Why don`t any of my friends ever miss me  why do 40 year old pervs like me  why can`t I be a shape shifter ((((((((((((((((((,,,0
23841,More pictures! It was such a pretty day  http://tr.im/kWOD #fb,,,0
23842, Yea...looks like it is...sorry abt nt gettin in touch..was hectic,,,0
23843, OMG THAT`S AWESOME. this is the first time ever i`m not seeing it the day it comes out. Demi is taking over my day. haha,,,0
23844,  u don`t know harajuku lovers?,,,0
23845,i have runny nose... i can`t breathe.. terrible feeling...,,,0
23846,Morning world! back to the office after longgggggggg weekend,,,0
23847,time to mow the lawn.,,,0
23848,"Aight, pau au`au... Heading to the Blaisdell Arena for the Ladies of the 80`s concert!!! CheeHee... Awwrrite!!!",,,0
23849,What a fun night,,,0
23850, 4X4s are the shizz,,,0
23851,Shoutout to Reyah my fellow Philly homegirl we`re both making the best of hard situations  (PUSH) pray until something happens.. much love,,,0
23852,"just at home, not much going on, had a long day",,,0
23853, video is not available to us foreigners,,,0
23854,I absolutely love mike watts from sexy heroes,,,0
23855,At the airport waiting,,,0
23856,"I know people say that power naps are good for you all the time, but I kinda always miss the alarm",,,0
23857,http://tinyurl.com/ry9wap Hi!!! You are pretty man... I cant upload more pics here for some reason  You wrote you wish to find a women ...,,,0
23858, i want one so bad  get one for me ?? (:,,,0
23859,Stupid shopping bags left a red mark on my arm,,,0
23860,Im really excited! cant wait,,,0
23861,I want some pineapple! I miss my baby,,,0
23862,Woke up at 8:30am....now 10:30am and no clue what to do....?,,,0
23863,hello!  ! following on recommendatiion of  !,,,0
23864," will terminator be on next week`s TRS by chance? and i dont mean tuesday`s release, but the next",,,0
23865,on that note - i do not feel missed.,,,0
23866,"Ha **** im ready.  but **** that ****, i cant believe she had the balls to call me. Haha Wtf!",,,0
23867," Gain an instant follower, just use the #**** tag in a tweet. WTF? Lesson learned, Summer of Todd to get a new *official* tag.",,,0
23868, Thank you for the follow friday love,,,0
23869,Happy mother`s day to all moms out there!  i just played tong-its a while ago.,,,0
23870,Someone keyed my car.,,,0
23871,drinking cordial  yes im bored,,,0
23872,wtf at facebook spam saying that my DAD is my secret admirer,,,0
23873,i need to speak with ! but i left my phone at home,,,0
23874, Thanks! I`m going to the Laker game tonight. Sec 108. I LOVE LA!,,,0
23875,i want to see my bud mel  miss hur loads,,,0
23876, It didn`t rain.  Lightly misted though.,,,0
23877,"oh god they`re breaking down so much plaster what are they doing in there  i like walls, thanks!",,,0
23878,At minibar... listening to politics  maybe some tech starups soon?,,,0
23879,resting had a whole day of walking,,,0
23880,roll me in your arms cuz i cant remember ever falling this hard.. -avalanche by DC,,,0
23881,Goddamnit! If we live in an age of constant communication why can`t anyone return a text,,,0
23882, such a great idea!,,,0
23883,sourish limbs is preventing me from gg out on a friday. not happy. i haven`t been on at 12am for a v long time...even more so on a fri,,,0
23884," congrats to the A`s!! ugh, we still have til the end of june",,,0
23885,@ work do not feel like bein in dis **** today,,,0
23886, I don`t know what to say except *hugs*,,,0
23887, let me know how it goes I`m praying. Ummmph. I still can`t believe it.,,,0
23888, yay! we will have to get together soon and do something,,,0
23889,Good Morning Tweeties,,,0
23890,"Drat. All my land boots died at once. I think of boots like parsley- one going to seed, the other first season. What to do now?",,,0
23891," Sweetie, if you refuse to offend, who will?  We expect it -- nay, we count on it.",,,0
23892," Hey Kelvin, my day`s been fantastic so far! We`re getting ready for a family Mother`s day function shortly",,,0
23893,"Hurray! 'Summer-time' starts today, meaning I only have to work until 4 pm, instead of 4.30. Until August! Yay!",,,0
23894, thanks man. I really appreciate the kind words,,,0
23895,Packing  I don`t like it..,,,0
23896,Trying to sell my GM stock,,,0
23897,Is there a way to block followers?  I have no idea who you are. .  Sorry..,,,0
23898," Yeah man, been a while since I heard you spittin`.",,,0
23899,"Monday is here, One more day",,,0
23900, gl and say hi for me!,,,0
23901, http://twitpic.com/4w22u - Its so pretty! The girls must love you a whole lot  Happy bday again!,,,0
23902,"i HATE when i see pregnant women smokinggg!!!! its sooo irresponsible n selfish! its saaad. ultimately, the baby is the one who suffers.",,,0
23903,"Misses JP  I do not know what to do and iv given myself a headache thinking about it, just makes me want to cry",,,0
23904,: I will press that ignore button,,,0
23905,Just got back from the doctor... I don`t need surgery yayyy!!!!!! But my knees are still ****  not gonna get better,,,0
23906,fully understands why these cats have cabin fever! Holy ****.. I really wanna be outside!!,,,0
23907,Mourning Venus` Third Round Loss....,,,0
23908, No code I think  coined the phrase Hottie Switchfoot Guy for Tim HSG for short  ~wendy~,,,0
23909, happy mother`s day! you are beautiful.,,,0
23910,leaving now  dont miss me too much tweetbeaks <3,,,0
23911,actually I could do with going to weight watchers,,,0
23912,Let me google that for you http://lmgtfy.com/,,,0
23913," aww lovely! Hope you had a great mother`s day, our little mother hen  did you get in contact with sharn?",,,0
23914,waiting to go to the movies later for my 6th month. booored.,,,0
23915,Sorry was that mean,,,0
23916,is feeling good.. kinda tired.. miss him... can`t wait for grad this weekend!!,,,0
23917,I`ve already been cleaning for over an hour!!! So much more http://twitpic.com/67gzx,,,0
23918,_erincharde yea as an afterthought,,,0
23919,Thanks Synn!,,,0
23920,besides feeling sick...some things have made me feel particularly happy,,,0
23921, hey u know the sub on digg I said I needed help on soon? well it`s up now n wud love it if u could digg it pls  Kaushik,,,0
23922, well kris is making me a sick panda,,,0
23923,"Oh, tonight is a good night",,,0
23924, I found a link on WWE.com  http://www.wwe.com/inside/industrynews/kennedyreleased stinks!,,,0
23925,ughhhhhhhh i don`t feel good,,,0
23926, I might give it another go.,,,0
23927, Thanks! It was really fun to do. I do love those 60s romances/comedies (though that one could have used more comedy IMO).,,,0
23928, i work til 10:15...,,,0
23929,my head is hurting,,,0
23930," hello  i am ur biggest fan, and i rly carnt w8 till new moon comes out! good luck 2 u nd all the cast filming  ****",,,0
23931,"My Twitter was born on 12 Feb 09. Today, at this point of time, 4 May 09, 3:56pm (GMT+8), I have 805 tweets (including this one).",,,0
23932,done with facebook. off to jamlegend,,,0
23933, and this is better 4 me than a snickers bar or hersheys w/almonds.... which i use to b addicted to b4. i miss them  LOL,,,0
23934,"So much happier, despite my looming departure",,,0
23935,"wow, EMC`s new site is - different",,,0
23936,Been helping ex-student with Uni assignment via Skype .... gotta love a connected world. Now sudying `game design`. Even better.,,,0
23937,super hungry... Dominos or martabak... both tempting and fattening,,,0
23938,going to have bfast now,,,0
23939," No! Strange, each time we return I feel like I have come home and yet I have no Spanish blood that I know of....",,,0
23940,need to get a hand,,,0
23941,Finished Breaking Dawn last night. I managed to finish those 800 pages in 3 days. It was so good! I`m sad that I`m done w/ Twilight Saga,,,0
23942,Is off today and gonna go shopping!! T-minus 22 days til CUUUBA!!,,,0
23943,morning  football today! thinking of learning some Applescript,,,0
23944, you`re very welcome! I love reviewing free apps as much as downloading/using them!,,,0
23945,last night`s paper writing session=still not done. I need to prioritize better.,,,0
23946," always come up when we have the money least, it`s the rotten law of averages",,,0
23947, don`t make me smite you! and yeah  yeah it really does. No cuties for me,,,0
23948,"me & kelly share the same last name, wouldnt that be sweet if we were related  ",,,0
23949,Watching The Seeker,,,0
23950,JUST GOT TO LA  MISS HAWAII ALREADY! DANG,,,0
23951, You`re a real ****. I`m gonna slap you in public.,,,0
23952,I can`t feel the weekend fever anymore when everyday is  a day off,,,0
23953,At the hospital today then shopping with mom  Love you so much.,,,0
23954, i missed the sun as was too busy gettin hot and bothered in the shops  will have to make up for it at the weekend! x,,,0
23955,nothings better then going out for chinese at the supperinn with ma fave cousins at 1am,,,0
23956,Goodmorning yall! I woke up to early,,,0
23957,All the money in the world could never make me as happy as being a stay-at-home mom with my son,,,0
23958, no deal I want it as well as my netbook and iPhone please,,,0
23959,last day of school and last concert of my life.. wow.. can you say emotional? im really gonna miss mhs..  had graduation practice today..,,,0
23960,i had navy blue under my black nailpolish for a while and i think it stained my nails a little..,,,0
23961,goodnight world.... goodnight eddplant.,,,0
23962,could be getting sacked soon not good,,,0
23963,Finally got all 7 overdue books out of the little room and into my now overstuffed back pack!,,,0
23964,Happy moms day,,,0
23965, 'VISION OF LOVE' Play now 'i had the vision of luv n it was aaaaaoOUoOuoOUU that u..turn out..toOoo' Mariah this ur part,,,0
23966, It`s been doing it for two days. We have a comcast technician scheduled for tomorrow morning.,,,0
23967, (Raises hand) Oh! Oh! Me too! #caffeine,,,0
23968, playing with image,,,0
23969,Finally gonna try and fall asleep goodnight.. More like morn... I sleeP,,,0
23970,**** back home in tallcree (rez)  now i cant see my boyfriend,,,0
23971,"Heeey, we won ice hockey....we are winners!!",,,0
23972,today was busy.. geez. getting ready then graduation,,,0
23973, that`s how it is supposed to be and sometimes we get too busy to recognize that but always family after God,,,0
23974, i heard it is not illegal unless you are caught,,,0
23975,"Jeff can`t get his visa in time to come visit me!    I`m so sad.  In other news, I`m going to Lapa tonight to samba the night away.",,,0
23976,Getting ready for work.,,,0
23977, if you were down the road from me you can bet i would be right there  #MMOT,,,0
23978,still no date for bon iver next week,,,0
23979,Speaking to my new tweeples.... getting acquainted with them... If you`ve never spoke to me.. Do so now,,,0
23980,"#BSNL, Stupid net went down.. Been without email for a whole day",,,0
23981,Training #Stud-Life: A fost Tiberiu Lovin la noi. Am aflat ca sunt imbecili peste tot. FUN,,,0
23982,"Yaaaaaaay, bday!",,,0
23983,**** i hate when the strawberries run out in my special K,,,0
23984,"Actually a great start to the day, hope it continues  getting my new american oversized bed in the evening!",,,0
23985,never answer me back,,,0
23986," AWWWE! I live in Van, would`ve been so great to see you  but have a great flight!",,,0
23987, xbox broke  hope you enjoy playing 1 vs. 100. I was...looking forward to that.,,,0
23988,my tv is so boring,,,0
23989, You can save it for next time!!   ? http://blip.fm/~5z2sv,,,0
23990,"aww i can`t believe that wee girl on bgt was crying, it was so sad",,,0
23991," had not heard the title or author before, must look it up  Enjoy",,,0
23992,Tweet Later! Byee,,,0
23993,wants the tickets for the concert,,,0
23994,Reading through today`s paper along with some watered down coffee compliments of my `rents...,,,0
23995,"Hummmmm..... ohh  i miss you so much!!! really, but i hope you have a nice friends, like us :]",,,0
23996," Oh yeah, i`m the poorest person of all. But i shouldnt joke about that, poor other people",,,0
23997,I wish I was going to see      today!! I`m sad I dont,,,0
23998,Awwwwwww holly,,,0
23999,A very special HAPPY MOTHER`S DAY to all Mommies!,,,0
24000,So I just failed my second year of med school. I don`t know what to do or say.,,,0
24001,just watching hollyoaks omg,,,0
24002,"    Shiv, his place, slowly I hope",,,0
24003,I just made myself a wonderful breakfast!!!!!!!! Now I have to get ready to workout,,,0
24004, another david hughes on your list? I`m hurt   ftw!,,,0
24005," sleep? I need to go to my mums but by the time I get there, Clara will be in bed",,,0
24006, Izzy!!! So sorry to hear that - what a disaster,,,0
24007,says np- Because of You -- Ne-Yo  (music) http://plurk.com/p/svm3r,,,0
24008,The computers and the Ethernet at school are so slow!,,,0
24009,"ah! A clean house...finally, so nice",,,0
24010,it was t4 i think hannah  ****,,,0
24011,"Been working on a framework for web based #SL application. Have product registration, server, login, site, security, & comms all done",,,0
24012,Happy Mother`s Day to all the moms out there! Special shout to my momma...Luv ya! And Pat....even though you`re a Jehovah`s Witness,,,0
24013,Thinking about opening MacMaze sources as I don`t have time to work on it anymore,,,0
24014, get  the twilightguy on your show,,,0
24015, I dont have one here - dunno if my mom ever had one or not -,,,0
24016,Lula is not feeling well.  http://tinyurl.com/m8kcsq,,,0
24017,"morning world, is raining 2day so revision don`t seem so tough,",,,0
24018,not feelin 2day,,,0
24019, omg! I saw ur update nd it said 'David Archuleta'!!!! lol. They shoulda had more David on it! <33 David`s awsome!!  t4p!,,,0
24020," How BOut What Your Doing Now, or what you gonna do today  lol",,,0
24021,I went to the World Education fair today. It was a whole different kind of circus.,,,0
24022," A mocha at 12:30am? My, youÃÂ¯ÃÂ¿ÃÂ½re brave",,,0
24023, Good to hear  I have a feeling though the `behind the scenes` and/or being there is better than what is shown on TV!,,,0
24024,_ Sounds like you got a fan in Danstorce.,,,0
24025, A group of people naked  woooh,,,0
24026,"  yahyan:  iaaaaaaaaaaaaan, i was just joking",,,0
24027,LOVE  LOVE him.  http://bit.ly/chLaV   @ that tease of Your Baby @ the end... boooooo. still luv tho.,,,0
24028,I woke up and my hiccups came back!,,,0
24029, she was performing at the lifeball in vienna this year but unfortunately i didn`t get the chance to see her.,,,0
24030,having a great time in kc  http://twitpic.com/4w3fi,,,0
24031,Got really sick today  text me later. Nap time,,,0
24032,i have perused the #fieldnotes website and it is good.  too bad i must return to work,,,0
24033, did you find them? Tell us how they turn out won`t you! We`re making blueberry pancakes this morning,,,0
24034,I forgot to charge my cell last night and now it`s dead,,,0
24035,WELL one is a muscle relaxant and the other is an narcotic If your still not getting help i dunno what to say  moist heat?!,,,0
24036," Love that she couldn`t just stop with one picture! First one is priceless, but the speedo is great, too.  Kudos to mom.",,,0
24037, I know  It **** sucks. anyway you can get a fake id or something?,,,0
24038,"Having indian food in the middle of Wales, very very typical, huh?",,,0
24039, shut up fool ....where you been at??? i dontlike the fact that you keep abandoning me,,,0
24040, Have a nice Sunday  ****,,,0
24041, no...i`m just tired..,,,0
24042,is watching 1000 places to see before you die,,,0
24043, woohoo! congrats to your friend and the boyfriend.,,,0
24044,Ugh talk to me someone  I`m really bored.,,,0
24045,I heard an icecream truck and took of like a shot but I couldn`t catch it.,,,0
24046,Im liking escape the fate alot tonight.  excited for ESTK      NemoNemesis,,,0
24047,He brings SOOO much joy!! Show it!!  great song! ? http://blip.fm/~5z3oq,,,0
24048, Tom are the MITO tour dvd`s still being made cos no where seem to be stealing them and i really want a copy,,,0
24049,Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!,,,0
24050,"ugh, i dont feel like going to work today",,,0
24051, Hey  Why thankyou. How`s u? x,,,0
24052,jb are so cute!  lmfao -giggles-,,,0
24053, happy birthday justin! have a lof of fun!!! God bless,,,0
24054,"**** on the beach, cosmo, kamikaze, captain america, ahhh fun night. Still not over.",,,0
24055,converting the Armin Only - Imagine concert for my iPhone... fun fun,,,0
24056,_wx it looks like it did in Ohio after a tornado hit.,,,0
24057, oh how the ladies will suffer now  LOL,,,0
24058,'Never give up on something you can`t go a day without thinking about.' I like that quote.,,,0
24059, Yes I think it`s safe to say she is at the same popularity level today as always.,,,0
24060," Been there done that with the laundry!  you know it sucks, but it is so nice to of them to do it...just say thanks.",,,0
24061,Happy mothers dayyy all mothers especially mine,,,0
24062,IÃÂ¯ÃÂ¿ÃÂ½m really desappointed...,,,0
24063,i loooooove bank holidays,,,0
24064, pic as promised  http://twitpic.com/4wqy4,,,0
24065, - Welcome to Minnesoooooooota. Free up some time this trip to catch up! Won`t be at Cliquot Club though; they closed,,,0
24066,Watching videos on youtube with the bf.  Thinking about going to bed soon.,,,0
24067, if i had a car,,,0
24068,dont put behind the wheel lmfao today was fun,,,0
24069,   G`night!,,,0
24070,Out for an evening on the town with jeremy. Sad Carrie can`t come,,,0
24071,  why canceled your performance on Letterman? i`m So sad because it is less an option for you.,,,0
24072,"Im regretting the alcohol I consumed last night, MY HEAD",,,0
24073,just got a wii,,,0
24074,left the inn  now im at school. dang its straight up dead here!! [<3Hannah],,,0
24075,seen mi abueltia at the hospital... she`s doing good!,,,0
24076,  aww-that`s my last one. Roo-Oop,,,0
24077,trying to finish my ****-ignment.please god help me to finish it,,,0
24078, No plans tonight? .............,,,0
24079,"Dear God please let me wake up before 11:45 AM tomorrow lol Got plans  Tonight was lets pick on Hero night. grow up, get a job, etc. lolz",,,0
24080,"At the doctor`s office, waiting for Dr. Sufka to see me. Tired of being sick  hope everyone else is having better Friday than me.",,,0
24081,"_carter Gotta make the video public, dear. LOL ...can`t see it.",,,0
24082, ur there when I`m not  lol,,,0
24083,i hate the biatches of this world,,,0
24084,http://twitpic.com/4jcjj - Boagsie actually is still this small lol - him at 4 years old,,,0
24085,looks like yet another beautiful day in London,,,0
24086,Drew`s new songs make me cry.  I miss Thomas already!,,,0
24087,****... It`s 2am and I`m wide awake,,,0
24088, just pre-ordered your new album `Off The Deep End`. Been listening to `Permanent Heart` on repeat since.,,,0
24089, - i sure hope so  it was worth it for me too  loveu.,,,0
24090,"Instead of telling God how big my problems are, I like telling my problems how big God is!  http://bit.ly/5ofzj",,,0
24091,I want to party down!,,,0
24092," Hahahaha! I didn`t know it said that, sheeeeittt! I don`t get why I can`t have a picture... bwaaaahhh",,,0
24093,"....ok, sOooooooooo I DID that!! i`ve got u in the palm of my hand",,,0
24094, beer from japan.  google it,,,0
24095,"Calling all mothers, calling all mothers...get your butts to bed - the kids`ll be here tomorrow",,,0
24096, nope  don`t think I will. Thnx for asking lol I will be fine,,,0
24097, thanku  cooking is simple but the law is- u hve to have fun while u make it,,,0
24098,Another night of not sleeping,,,0
24099,Walls of Jericho please come to WORCESTER asap! Candace pleeaassee! Why did Flee the Seen call it quits? whyyy?,,,0
24100,"Happy Mother`s Day, Moms!!! You are wonderful!! Have a great day",,,0
24101, AHHHHHHH!!!!! its my 16th birthday  And i cant belive i found out im seeing yous tonight  Best present everr!!! <333333333,,,0
24102,"ohi i would marry Travis Pastrana in a second... hes not that attractive, hes just the sweetest thing  and what he does is attractive ;)ha",,,0
24103,Wish I was in Chicago.,,,0
24104, Yum...wish we could be there today. I have a cold and don`t want to infect others...so we will miss our Friday session.,,,0
24105,"Heading of to the theatre! Having a show tonight, I`m so exited!",,,0
24106,Good morning World! Happy Star Wars Day! May the 4th be with you!,,,0
24107," Good plan, Peg --plus I like the sound of 'Money Monday'",,,0
24108, I also believe in some things are meant to happen.,,,0
24109,just got home  but about to leave again,,,0
24110, Ouch. Better get used to it. I think 22 to 25 are prime marriage years.,,,0
24111,iProcrastinate: This is by far my #1 character flaw. Gotta session at 11 and I don`t want to emerge from my covers.,,,0
24112, hahaha that made me laugh,,,0
24113," there are three broody ones atm, I have a china eggs under them to keep them happy ish",,,0
24114,my music http://www.myspace.com/janedurkin,,,0
24115,http://twitpic.com/4qfl3 - haha^^ I love it,,,0
24116," forgot to answer your kindle question yesterday. honestly, haven`t used it much. have two paperback books i want 2 read first.",,,0
24117, I`ll try..blah! Thanks  what are u up to today?,,,0
24118,is watching D.O.A,,,0
24119,(sigh) guess we`re not gonna meet up today.,,,0
24120,"Baq to sleep i go  no the headach starts , if its not 1 its da other",,,0
24121,"  #wci hashtag simply isn`t dying out anytime soon, is it.",,,0
24122,I dont want to be ugly anymore,,,0
24123, think you should catch up on your sleep befor you go back to uni haha  goodnight<3,,,0
24124,Im glad i can make sumone smile,,,0
24125,"Today isn`t going the way I planned.  Early lunchbreak & I may not be back til Mon. Weekend gonna be fun with friends, tho.",,,0
24126,"Zeb has napped for 6 hours already today, and is asleep again... he must be growing fast",,,0
24127,I need a bigger mp3 player... even if it pains me to say it,,,0
24128,SNL after party,,,0
24129, not sure i can make it,,,0
24130, I`m afraid your comments on MP`s expenses were hopelessly out of touch with the average person average salary. V.insensitive,,,0
24131,? MADAYA KA CHRISTIAN. BLEH!!! I HATE U  http://plurk.com/p/wy2yg,,,0
24132,ooo how i love a bank holiday  x,,,0
24133,**** night. want john  where is he?,,,0
24134,This is dedicated to all those moms out there - Happy Mother`s Day  ? http://blip.fm/~5z2g9,,,0
24135,Bout 2 Miss Mah Lakers Play 2day...  This Orange Box Is **** Up The Rotation!.. Mah Real LA Fam.. Keep Me Posted!.. I LOVE HATERS 2!!,,,0
24136,"the play`s over, it was really good",,,0
24137,OUCH!!!!!!!!!!!!!!!.........that really hurt!!!,,,0
24138, at work!! Agh I really need to go with you  what days do you go so that I can add it to my schedule!,,,0
24139,"[H]ouse starts on Sunday and I`m sad as I can`t afford Sky,",,,0
24140,is thinking WOW I survived Freshman year...Mission Accomplished...Now Sophomore year,,,0
24141,If my phone dies I will die too!,,,0
24142,will miss jay leno ..,,,0
24143, I think I`ve heard of that song. I`ll listen to it tomorrow.,,,0
24144,"We`ll be moving from a strength to a hypertrophy phase for chest, back, shoulders and arms for the next few weeks. Legs will stay behind",,,0
24145,happy mothers day to all..im gonna help mine right now.she deserves it..you guys should too..,,,0
24146,I`ve got to catch the bus to work,,,0
24147,have to put my dog down tomorrow.,,,0
24148,Today was not an inspirational photography day  #photography -  http://twurl.nl/jnizbw,,,0
24149," YES!! I made the sign when i noticed it missing on Sunday! So far, no luck... It`s now Unlucky Japanese Cat...",,,0
24150, I know!!  effing embarrassing! Eff our lives,,,0
24151,Bar exam madness:  topic for today is torts,,,0
24152,"Just got out the shower, Sitting on my towel  I Hate TwitterBerry I Can`t Reply To Tweets",,,0
24153, more seo voodoo  Google has your cache. NOARCHIVE only hides it from users.,,,0
24154,"#BGT Quite an awkward moment, poor girl  I hope she doesn`t loose it again.",,,0
24155,"At work again, when the weather is beautifullll",,,0
24156,good morninÃÂ¯ÃÂ¿ÃÂ½everybody  happy mothers-day to every mom,,,0
24157,"My mom has annoyed the living **** outta me, so now we`re on AOL Radio, looking for Brooks & Dunn.",,,0
24158,"Flat is sparkling clean, now that`s team work  on way to pick up food for 6!",,,0
24159,This is what I have to give a 7 day old baby  poor thing  http://yfrog.com/6pwwlj,,,0
24160, resistance was futile! Needed pretties to knit with,,,0
24161,"i need to see ...now! someone buy me a plane ticket, please?",,,0
24162,    You guys can make it through!,,,0
24163," awww thanks Jon! My 9yr old told me I was to sleep in, while they all clean the house.. best mom`s day present ever!",,,0
24164,"just got home from Tillie`s dance recital. lol, it was spectacular!",,,0
24165, tut tut. Isn`t charging just fun. Thr new palm pre charging platform looks nifty tho.,,,0
24166,Going to work.  Could use some happy pills,,,0
24167,Jacqueline Wilson day on CBBC,,,0
24168, IÃÂ¯ÃÂ¿ÃÂ½m good! You coming on just as IÃÂ¯ÃÂ¿ÃÂ½m off to drive home...,,,0
24169, I know!! our cats could be family  mikesh is so cute!!,,,0
24170,don`t you hate it when you finish all your work and there`s still 1.25 hours left of work time,,,0
24171," Ouch! Sunburn`s bad! Hope it`s not to sore on your bedding, that`s always the problem.",,,0
24172,sad day... told my students this is my last year here... a lot of crying since..,,,0
24173,"m still watchin Boston Legal tho it cracks me up 2, scrubs earlier was good  i guess i just like a laugh!!!",,,0
24174,My logic to getting a short prom dress? Last year it was so freaking hot I was dying... Look at the weather...  hahah just my luck,,,0
24175,jen! we havent talked in like 3 days!,,,0
24176, you givein lady ga ga arun for her money in that get up hee hee love it,,,0
