,text,predicted_label
25059,  i hope you hoes are having so much fun...not TOO much without me though lol,
25060, I`m sorry darling... I`m all over the place tonight.. I didn`t mean to neglect you..,
25061,"Apple is also rotten in the center, just my luck",
25062,i want so bad to go to the mcfly`s concert  anybody up to go with me?,
25063," I jus spoke 2 my lawyer, if I blow trial =3to7",
25064,needed my semi-**** best friend to go shoe shopping with me tonight. Alas he is nowhere to be found.,
25065, cheese and onion crisps are the best  alice or rosalie cullen ?,
25066, i forgot the yardsale event! ooh how pity i am,
25067,_au my pleasure... hey it was played at my going away from nz party back in 87 lots   so it is burned into my brain,
25068, I appreciate your kind words. I am glad that the words resonate with you,
25069,"BARA, ****, CLOSETS, ADVENTURE. AGGGHHHH ENOUGH! Muak mcm baby Gary ku sudah",
25070, ngobrolin favorite bands at the moment cii... kesian ya kamu speakernya rusak HAHAHA  benerin dong ci.,
25071,_miss my best friend won tickets to see them from kiis fm!,
25072,sitting in awe that the price to renew my laptops warranty has doubled in a matter of weeks,
25073,still awake..doing my assignments and playing virtual farming,
25074,Off from work now!,
25075,is so hungover. what a crazy night. i`m also in the bad books with mother!!,
25076,I need to go to sleep before 4am tonight...  ... So exhausted.,
25077, I guess you`re responding to me about DC. If that`s the case...,
25078, Rocket surgery hey? HAHA I thought it was rocket SCIENCE? Oh.. is that all.. I knew that I swear. Thank you,
25079,ive got a headache now,
25080, you really chose the wrong time of year to do this didnt you,
25081,_HotSawce owwwwww! gooood morning,
25082, just wanted to say hello,
25083, I wana be there num 1 fan  sharsies??!!!,
25084," yeah, still waitin`",
25085,  You cna get em for about ÃÂ¯ÃÂ¿ÃÂ½17 but I`ve got one for ÃÂ¯ÃÂ¿ÃÂ½27 which is Asus same as lappie,
25086,THANKS GUYS! 200 FOLLOWERS,
25087,i am so bored.,
25088," thanks for following, it means a lot to me  i love hey monday!",
25089,love the sweet g`nights every night,
25090,is bored hehehe  i hate IPT,
25091, you stopped followin me?,
25092,Mo williamssssss,
25093, i havent got poked much,
25094,im joining twitter  lol,
25095, Thank you very much Rex for FF,
25096,THE SUN IS SHINING< THE SKY IS FACKING BLUE< TELETUBBIES? I HAVE TO **** WORK.,
25097, um Mr. Deadly Sir . Can You Please Follow Me On twitter .,
25098,"Watched Adaptation, Interiors, and The Women (1939). All in all, good movie night. Breakfast with dad and kelley in the morning",
25099, LOLL im a college girl...bahahah i love these blogs they`re so funny!,
25100,good topics. and ciggarettes.,
25101," i chewed up a Starbucks and a Subway gift card at Christmas time, I got in big trouble. I not allowed near purse.",
25102,"Happy Mother`s Day to all the Ladies... With all the moments we cherish with our children, today let those moments cherish you in return.",
25103,Done with HW...gonna read a bit then pass out. Got a cool week to look forward too in between all the mayhem,
25104, aw poor u   DON`T let her get 2 u just ignore her n keep ur head held high she iz just immature lil girl lol,
25105," Yup, 1987 lol. SWEET YEAR  haha",
25106,listening to the new demo! This song is going to be fantastic once its done!,
25107,_marie1 hey beautiful whats up?,
25108,is having a lazy sunday,
25109,i really miss my satan kitty,
25110, my gut feel says its gonna be a boy ababa,
25111," yup, studying. At least I`m trying to. Trying to let the stuff I read enter my brain permanently.",
25112,Goodnight world and all who inhabit it!,
25113,still aint get my vanilla frosty yet.,
25114,knows its all going to sort itself out,
25115,lost my keys at the mall... took me 45 mins to find them,
25116,Having rice crispies this morning  Brings back some good memories!,
25117,Google Chrome forgot what everything looks like for some reason,
25118,"Immediately regretting my decision to come into the office today, miss my bed",
25119,Finally watched the last couple episodes of The Office on NBC ( #theofficenbc ) - I now understand why Gervais stopped after 2 seasons,
25120,"I had a horrible dream  it had to do with a scary face, now im awake for the rest of the night. God dammit :",
25121," Yes, Cathy.  (Ordinarily, I don`t have much of a problem with naked girls chasing me, however!  )",
25122,Going out. A barbeque maybe?,
25123,You fooled me!,
25124," Lucky you  I face south so I can hear them, and see them reflected off Phillips Point",
25125,"can`t find my trusty hair tie  My hair will spill all over the place when I run!Mom`s bands doesn`t work for me,normal ones hurt.(((",
25126,Ppl dont miss out on me on this Follow Superstar Sunday,
25127,"_juneau I did, until my parents got all f`d up and I started comfort-eating",
25128,"3 days left of school!  For Bryce and Tyler, that`s 3 more days of elementary",
25129, So sad. Your mom must be very shaken up. Peace and strength to her and the dear family that lost their little girl,
25130, Maaan if I was in pain I`d come. I wanna come  eat some 4 me lol *rolls eyes*,
25131,Sitting outside in the cold by the ocean with a glass of wine.,
25132,_smith1 wats i got luck for u guys to beat la!! lol i would like to see this best wishes to the denver nuggets but my cavs are done,
25133, come back to Perth     I missed the show here!,
25134,Stupid sun i  actually have to work now,
25135, Red? wtf happened to dark blue + black stripes?,
25136,Happy Mother`s Day to every single mom out there. I love my mommy,
25137,I`m so depressed right now. IDK...,
25138,just realized i have 30 followers HEY GUYS,
25139,"Not to worry, noone got that one. Next question starts in 1 minute, get your thinking caps on",
25140,twitter is trippin right now with my pic,
25141,"I promise to post new mini magical village today, the weather is perfect for it   See preview here: http://pengpengsplace.blogspot.com",
25142,Home with Maddie  I`m tired.. Goin` to bed afterwards,
25143," I created a monster! bwahaha! oh, and I got your baby home safe and sound.",
25144,i am going to be disgraced with myself for life if i don`t make it in next year. being a perfectionist sucks. good luckkkk,
25145,goin to work,
25146,_Logos nope my computer right now is in need of a power supply so im useing an old office machine,
25147, It`s going to be a fun night and I`m helping host it!!!,
25148,"Going to REtake my Softball photo because Patrick`s Studio is a piece of ****. Back here for chores. Some Friday, huh?",
25149,I have two hours to wait for my tire to get repaired.,
25150, thats real geek talk! haha...I feel you!,
25151, aww that is sad,
25152,It`s hard to tell But I think I`m right   I hope.,
25153,wanted to go to the club...dancing;)..but now iÃÂ¯ÃÂ¿ÃÂ½m tired anyways i have to go to work tomorrow!,
25154,_anke What`s wrong with the ski slopes of MK? They`ve got coffee shops as well y`know!,
25155," i love the cheesey ones, and the cool orignal ones  , , , skips i have when my brother has them got to try them u c haha",
25156,In the arts having coffee and cake,
25157, thanks for teaching me how to play a part of that song,
25158,Btw that song is you`ll always find ur way back home by hannah montana,
25159,I can safely say I won`t be a euro winner this week!!,
25160,but I keep updating.,
25161, i was right about the wave off,
25162,i just realized today was my last day to see my best friend tanner im goin to miss him so much,
25163,The Veronicas are gonna rock the stage tomorrow  HAPPY MOTHER`S DAY EVERYONE!,
25164,I`m hurtling headlong into a day of spanish and art. but my view is: after tomorrow it`s just REVISION and extra frees,
25165," no, stay and play!!!",
25166,- im hungry...but there`s no food at mah house.,
25167,Nothing to do. Just sitting here. I can see Mrs. P and her husband,
25168,karma is a **** ! i just got hung up on  lol i`m still a big dawg though,
25169,Greenville Drive games just aren`t the same without the 'Baseball Guy' clown.,
25170, in that case.. that`s a stupid move  I thought they were being B-A,
25171,Why are we busy ugh I have the largest headache,
25172, I absolutely LOVE you.  Thanks,
25173,At ihop with the besties..minus one  where`s the dr.???? At work of course,
25174," You, the other crew and COB tried your hardest to put on great shows and fans all appreciate it. Tell Alexi get well soon  MH.",
25175,HAHA! Follow john mayer..he`s a pretty funny guy  I want to move to L.A .... it`s so much more fun!,
25176, Don`t leave forever! We`ll miss you too much,
25177, now Eating and meeting at the same time sigh well well I want to start work out too but will have to wait move to my new house,
25178, Me too.  Wonder if Mnet will show it...,
25179,"_ I hope filming is going well  I`m new to the whole 'Twilight phenomenon', they couldn`t have picked a better 'vampire'!",
25180," its a hott tuuneee,",
25181,  oh hi terri good now what about you? any good gossip,
25182,Breaking the daily build broke my daily plan as well,
25183," Should be drank with sugar and milk, not coffee. You have coffee on my brain.",
25184," I`m there all weekend, expecting it to be way too hot",
25185,why does my body decide NOW is a good time to wake up every morning at 8?! Maybe Dean will wait for me in my dreams...,
25186,Got up early did a **** ton now im headed to cherokee park to run  and walk !,
25187,Not actually managed to purchase anything from the ovi store yet. Constant server error on check out,
25188,Come join the fun as I through out the first pitch at the Legends game... May 16th @ 7 pm!   http://tinyurl.com/6nkpuz,
25189, Defeated by a Polo,
25190,Why doesn`t McDonald`s make PINEAPPLE pies?,
25191,"has spent the last two weeks attempting to grow a beard (from scratch), but fears it may look a bit rubbish...  http://twitpic.com/66tyb",
25192, your welcome,
25193," i do i do, i feel absoulutley fine",
25194,really wants a puppy...,
25195,its raining,
25196," they are all over one is a fan with a vip and the other one is the winner of the twisted vid  het si weer eens raar gelopen, chaos",
25197,Ok hubby really isnt going to be logging off anytime soon  what to do what to do?,
25198,first time,
25199,How Do You Sleep - Jesse McCartney,
25200,if you cant hide the tweetie icon why not change it   http://twitpic.com/4j92o,
25201,"Jason Mraz is still serenading me, while I read 'Judicial Supervision of Executive Action in the Commonwealth Caribbean'.  BBL!",
25202, then i kill Bradies gf and have Bradie,
25203, I knew my mom loved flowers and she loves the Rieger Begonia so... hanging basket seemed perfect,
25204,Happy Mothers day  <3,
25205,"Yep, this is about as 'boonies' as it gets, if you look at the map   In transition. Gotta find a place and a job. - http://bkite.com/07kjR",
25206, Why aren`t you coming to Montreal?,
25207, yeah,
25208,learning for school now ...,
25209,Goodnight!  Happy Mothers Day!,
25210, You better believe it!   and I wouldn`t miss it for the world!,
25211,end of work... Thank God! I accomplished a number of things...  http://plurk.com/p/rpaag,
25212, D= indeed,
25213,_Anderson your tweets were awesome  **** the heat. That`s what dencorub is for,
25214, I really like pink after I saw her live while in the new T-MOBILE Advert,
25215,going to london,
25216, Will do - promise - thanks,
25217,I wanna go shopping!! I don`t get paid till next week!!,
25218,Its a Bank Holiday!..... If you`re happy and you know it CLAP YOUR HANDS!,
25219, aw man im sorry! I have logical reasoning I promise! I had to study in order to tutor my new student! 4give me,
25220, i`ve been up most of what normal ppl consider the night.  no problem going to sleep but nightmares been waking me up.,
25221,"Oh, ouch. That hurt.  **** washing machine is out to get me!  <.<    >.>",
25222,"  My day was good!  Spent the day catching up on sleep, relaxing.. kind of a lazy day! hehe. oooo shopping! How did you resist?",
25223," you`re welcome char, glad you liked the cake, it`s pretty simple you should give it a try",
25224, Were you going to come? The venue said that they couldn`t afford to open so cancelled it. I wish we were there now!,
25225,wide awake ready for the big shopping trip! hope I get tones of sweet dealz and lots of fancy clothes,
25226,Thank you guts for 360 followers! It means a lot!,
25227,why does everyone sing playback at the Comet,
25228," You got it! YAAAY!!! I was really worried your phone wouldn`t fit, so glad it does!  Happy Mother`s Day, lol!",
25229,"  I could go for some Lulu`s or Slanted Door right about now.  Tomorrow is the Farmer`s Market, right?",
25230,Whoever u are and wherever u go always remember where u come from,
25231, WHY DIDNT I SEE YOU?,
25232," hehe indeed it is, I actually nearly changed my bio to just `Don`t Panic` but I wanted to keep in the #freehugs",
25233,Twitter criado.,
25234,"it might be sunny today, but alas, new product must make it to Etsy!",
25235," that is awesome!  spent the day studyin, chillin a lil b4 goin to bed, its slowly gettin colder in Paraguay, winter is comin",
25236,_Bailon talk with your HIPS,
25237,I miss the seniors already,
25238,bout 2 watch a movie nd drink wit martin nd leslie,
25239,still no eat. still in office. and now i get sick throat 3 days before i leave for an air condition throat killing tour bus,
25240,  really?! Ur getting rid of it! That`s sad,
25241,What? But....but...the Nurburgring...  why is it so good? http://tinyurl.com/krcamp,
25242, I sound really Brummie lol but most of all I just hate looking at myself!,
25243,_AliceV No  None in the house and I`m not sure i should drive to the coffee stand. It`s worse than I thought it would be.,
25244,Off to take a math quiz...on a friday....booo,
25245, anything  bookmark - keychain - surprise me,
25246,() Gonna watch JT on SNL tonight - not a fan of his music but think he`s hilarious! `**** in my Pants` - WAY too funny,
25247,Anyone want my chocolate nutella mochi? Its just gonna go to waste,
25248, i live in manchester england but still have never been to london,
25249,_DIG up late again I see?  You missed a great time at Donny`s birthday... remember to call him on Monday!,
25250,may the 4th be with you! HAPPY STAR WARS DAY!,
25251,"****...Ive gotten so much packed up already lmao, well little **** anyway. Either way, I have a good start",
25252,"angry, sad, happy, excited, i hate how my moods change  right now i am immensely sad =",
25253,Bom dia! Good Morning! Guten Morgen! I am returning to Twitter!,
25254,"bummer, my phone gets disconnected. on the weekend of my birthday. darn </3",
25255, Yay! I am not the only Eurovision fan on twitter  #eurovision2009,
25256, well then close your pretty eyes and count boring sheep  you`ll be sleeping in no time,
25257,why do i think i have to take medicine cuz i was laughing to hard?. my head should not be in this much pain. i thought laughter was gud,
25258,Today I wrote two songs (one for temple which I will probably never perform ever) and one for mothers day. Happy vesak everyone  rena xoxo,
25259,"maybe someday. i lova ya, friends!! my computer sucks  listening to coldplay<3 tomorrow meet my bbff",
25260,"It`s called communifuckingcation.....learn it, know it, do it. These stupid **** people!",
25261, Makes me wish I had dogs instead of cats!,
25262,_ai_08  Yeah hopefully but if not then maybe  i can save up and get it for christmas .. we will find out,
25263,"just woke up still in bed  sundays r the ****, its the do nothing day of the week",
25264, - I think  did an amazing presentation about the whole 'keeping review items' and tax thing at BlogHer `08  She`s awesome!,
25265, me and Arlando are totally done. I havn`e talked to him in a LONG time!Now I just have to find a `worth while` man...,
25266, HELLO friend!! Welcome to Twitter!!,
25267,Eating pringles at nearly 1 AM really reminds me  of touring with the Jonas Brothers (don`t ask).......I miss that so much....,
25268,i don`t like being sick when the guidance counsellor is supposed to take me + 35 other kids out of school for bowling & pizza,
25269,Forced to eat red hotdogs coz I`m starving and there`s nothing else for breakfast. Ick.,
25270,"Played D&D on the bank holiday - was nice, got many XP  And killed a blob. Actually, two, though the 2nd had tentacles.",
25271,"traveling alone makes i meet new people,new circle ..strangers become friends",
25272, Then you might enjoy this one too  http://tinyurl.com/ygcp3f,
25273,"_x Hey 'Cameron', I know it was amazing and I have sunburn too  So my mum isn`t happy,, . & my throat kills . . Still <3 it",
25274,Just got home from another amazing night,
25275,"_x when my brother is 18, i will have moved!",
25276,"I`m uploading some videos to youtube, will give link once I get more loaded. Variety from my daily life, not amazing but fun to watch",
25277,Eww town fair tire smells horrible. Its making me sick,
25278,"W4M: No clever headline, Sorry  (Salt Lake City) 29yr http://tinyurl.com/mpoghc",
25279,Happy Mother`s Day :] I lovee you mami,
25280,"fire and rain by james taylor fits the style i need for my SA audition perfectly, but i can`t find a karaoke track in a high enough key",
25281,excited how the jon does will do today  Good luck guys ;),
25282,Ouch!!... Stomachace.... I ate a lot...,
25283, no I was too slow  I hate getting the trailhead then not getting in.,
25284,  gutted i miss that! the one night i try 2 leave early  lol! friends visitin were tired haha!,
25285,Oh dear  #bgt,
25286,made a new youtube background in photoshop!  http://bit.ly/AWwzn thanks to ,
25287,wish i can be with her every day,
25288,must be time to go home - yes indeedy,
25289,Where is Teng?,
25290, hey! chutti was very tiring.. and have to travel again tomo  how was your Friday?,
25291, http://twitpic.com/2aa0m - So this is where you`re getting the $$$ for the island,
25292," Well yeah, the hormone things basically a given  thought he had misbehaved specifically to upset your mom and you.",
25293,grr...everytime he gets a new girlfriend..I`m at the bottom of the totem pole,
25294,_ oh i read that,
25295," It`s simple for those who know how to use it hahaa, i`m glad you`re okay  **** x",
25296,_Cat  we all know and yes dont remind me im so effin jealous  **** aust some times,
25297, Yeah same,
25298,Doesn`t have to go to work tomorrow! Good times! Revision though,
25299,super bored on a friday night,
25300,feels very very sick  hmph.,
25301,"@ 102.7 KIIS-FM hey, I can`t seems to get ryan`s show online, what`s not right then?",
25302,"I worked more today than I did yesterday, but my time card says that I worked the same....  oh well... Hello weekend!",
25303,"My guitar ain`t herew yet?, feel like i lost a limb!.",
25304,not having a good day..one bad thing after another,
25305,had a horrible sleep + in a rather bad mood,
25306,it`s pretty cold outside  today i got another exam...,
25307, when in doubt go with the instincts.,
25308, Cavs has the easier route than Denver.,
25309,"Good afternoon all. Sorted technical glitch. A rainy BH monday so a lazy day, then daughters and their menfolk round for a roast dinner",
25310,Running errands with my little man. Maybe he won`t act like a 3 year old today.,
25311, http://twitpic.com/4jg09 - looks exactly like I do when I get that GH guitar in my hand,
25312,why nobody write with me ? !,
25313,Why am I posting so late? Just got back from seeing Star Trek. It was so awesome,
25314,Off to school so tired didnt hear the 10 texts i had last night lol !! Still tired but i love Jesus Christ,
25315,im gettin off nd watch a movie nd have a couple of drinks nd shots   ill try 2 get get back on if i can,
25316,in IT-lesson at school and eating salad,
25317, just answered you- never learned how to write in French- just basic stuff-,
25318,Epic ocd moment? I deleted my sims file that i spent hours building just because i set his favorite food wrong,
25319,"I`m a genius  put rug in washing machine, left folding door half open, machine moved now door won`t close or open. shaking head.",
25320, WHAT THAT`S NOT FAIR I CAN`T VOTE IT SAYS THE VOTING IS CLOSED  BUT I DID VOTE EVERYDAY WHEN I COULD VOTE LIKE 20X`S,
25321,Just got back from 5km run!  It was really good!,
25322, I dunno man. How bout some wendy`s?? mmmmmm we dont gots that in H-town,
25323,I ran outta bathroom passes.  maybe mrs. French will be nice today?,
25324,"i hate the fact that it is so nice outsidee, and im inside doing revisionn",
25325,"Ugh my neck really hurts  I`m out aquatards, xox",
25326, your knowledge of X-men is starting to scare me,
25327,I am watchinggg the new video of  Its sooo good  Addicted!,
25328,god it pisses me off that i always enter comps & never win.I am such a sore loser,
25329,_ I had curry shrimp yesterday lol I love seafood,
25330, me too except move that 7am to 9am,
25331,Hellooooooo... Whats the scene people !!!,
25332,  tee we beefin....what was u supposed to do before leavin????,
25333,You people haVe no idea how depressing it is being at a steakhouse and not being able to eat,
25334,Got a Saturdays framed signed foto last night  and a Valentino rossi 1 aswell  eee what a night,
25335,Good Morning  Jess here  Just wanted to say thank you to everyone following us  tell your friends about us please  ****,
25336,thinking about new.. oh yes .. btw bankroll stays at $14.88.. so down a bit from yesterday.. and I won`t whine about bad beats  ..,
25337,"ahhh, i FINALLY went to yogurtland.  i saved my spoon. hahaha.",
25338, ....any  sorry wahh!! lub u toooo ;),
25339, cupcake!!  you can call me anything but 'bitch' i suppose..and even then under certain circumstances....,
25340,They burnt my zuccini,
25341, Oh no!  I hope you find your kitten,
25342,madd bored,
25343,Puzzled by people`s mood swings... it makes me somewhat sad that I can`t pinpoint  how  they feel,
25344,: Where did you get a copy? I wanna watch that also.,
25345,"_weber I wrote a leadership essay abt its founder. The expansion didn`t went well, tried to break in America. Lots of money burned.",
25346,Doh. In a rush to get to the Puma Open and I just got pulled over. So sad.,
25347,Is relaxing in bed for a while before I go to sleep. It was nice to get out of my house for a while tonight,
25348, that is truly impressive. Can`t come close to that. Takes the argument over whether web needs subs to a new level though,
25349, You charmer   Do you like football too?,
25350, Thank you Jon!  That`s very sweet.,
25351,_  i missed you. today was the greatest day ever. im burnt and **** lmfao. but it will be a nice tan. 11 rides in 6 hrs!  <3,
25352, perhaps she will start including #magic in all of her tweets now too. BTW... you didn`t write #magic in ur tweet to me.,
25353,I FEEL LIKE ****......,
25354, I`m so sorry  do you want me to call? If not I will be on aim in a couple of hours if you need to vent,
25355, ya and i would have gained a few kgs by then.  what are you working on today?,
25356,My head`s THUMPING.,
25357, can`t wait to crack it open and no doubt will learn from it as well as support my evangelizing cubicle-freedom-ness!,
25358,last night in cork  and come tomorrow i wont even remember it... double sad face  haha... in the words on lily allen.. NOT FAIR!,
25359,: Lol it went okay! As far as I can tell . But then I had to do a test today for geo and I was all zoned out and got like 65%,
25360,it makes me want to cry when 2 grown men discuss characters on All My Children.,
25361,About to go eat breakfast at jay jays cafe with my one and only,
25362,fml. i stepped on a needle.. ouch.. waaaaa  **** drycleaners,
25363,Well rite i gt a headache,
25364,"is wondering what actually to do, when I have a week to do **** all bar pack, most peeps r leavin too",
25365,Waking up .....working....Happy as can be!  Its gonna be a great day today... I can see it..and im not sore from Running yesterday!!!,
25366,Just broke her dresser shes had since she was three,
25367," Headaches suck, especially stress related ones. I used to get those a lot.  <3",
25368,I really like Lady GaGa`s 'Paparazzi'...  #whatshappening,
25369,getting my new cellphone on wednesday! the LG Voyager! its soo sweet! i can`t wait that long though,
25370,chili cheese fries a bad idea for lunch..,
25371, you`re absolutely welcome.  i love you too and am happy i was able to help make that moment happen.,
25372, you`re not gonna paint me? oh well  ;),
25373,just joined Twitter...     Hiya world!,
25374, Indeed I did get your song however am unable to listen.,
25375,Decided not to go...I want to see my sweetie  But I can`t.,
25376,"feeling better, still coughing. : / not moving on yet. its impossible.",
25377,Really big spider on the floor two metres away from me  am actually a little scared.,
25378, tell your grandmother i say hello,
25379,_hunter Ah now Comedy Central have Frasier all morning till twelve. So I guess there goes my morning,
25380,feels slightly better but **** i sure do miss him.....he`s going to be so hard to get over......  i messed it up ...donuts=comfort,
25381,I need to get some shut eye... But I just can`t let`s try 1 more time. Ta Ta Twitterworld,
25382, DANG...when did they plant those thorny bushes there? OUCH...no kitty hugs today,
25383,"Nanay cried after reading the card I gave her. Hugged her and next thing I knew, I was crying, too! Haha We`re such cry babies. Love her.",
25384,can`t wait for Daughtry`s new album! Ack. Two more months!!!,
25385,"Doing my FF later, too busy making up plans for today. Beshie   is gonna be in DC June 5-6 for a bball game.",
25386, have you seen 'The Fifth Element'? makes 'super green' a lot funnier,
25387," Like double posting on twitter?  ;)  lol.  Not me, I don`t take anything.",
25388, my friday feels boring too. no time for fun today and not so much in the mood for it either,
25389, excuse me ...theres me!!!  jkidding lol...so how long b4 yr fun night out starts lol,
25390," fair enough. actually, you dont have to give me x-men.  mad max will do me fine",
25391,Monday...Funday!  Wake up people...and keep me awake please   Today is going to be a long one..I can already feel it. Eww,
25392, dont depress me  I have the mother-in-law staying the weekend. Someone else to wait on other than the kids!,
25393, girl you stay inviting me but not doing a follow-up hahaha... no phone call to check up on me,
25394," -- No fair, I want a sticker but I just moved away from London",
25395,starting off my day with a little Northern Light,
25396,Too tired,
25397,Soooooooooo glad to learn that Farrells ice cream parlor is staging a comeback in So. Cal -- too bad it`s in the Mission Viejo mall,
25398," loll , of course me tooo  & i love their new song toooo ?",
25399,There was no traffic at all on my way home and all traffic lights were green.Im afraidIowe karma a big check,
25400,homework...boring,
25401,"was doing a hard copy doc review,while writing comments realized `ve forgotten writing i.e. on paper,can hardly recognize or read it back",
25402,Y is it when I luv someone I fear them? i just wish someone can exsplain it 2 me,
25403,Morning everyone! Hope you have a great Sunday!!,
25404,Looks like my Twitter is down,
25405,A beautiful song for anyone that could use a pick me up tonight  ? http://blip.fm/~5ynxo,
25406,_PrintChick exactly! Thats the first time i saw his @ reply to Jon. Never going there again. Oh have fun with d new phone.,
25407,"_rey Nah you do it really gradually with PTFE tape. so goes up 0.1 mm at a time. Ive been doing it for years, I love it!  x",
25408,_honey thank you  i have a business exam tomorrow too :/,
25409," at least its legal , here in kuwait if u weren`t driving SUV then u will get a ticket with big smile",
25410,....yup stil at work,
25411," Oh I love `em, but when I think about the kind of preservatives they`re using to stay 'just-baked' it kinda makes me sick",
25412,My dad`s drunk off his ****. Today was successful.,
25413, **** marriage isn`t legal everywhere here.,
25414," IM SORRRYY  i went to the cinema with my broth.. cause im cool.. and yeah im sorrrry  TOMORROW THO, ILL MAKE SURE OF IT",
25415, Nope!  She can travel all she wants when SHE can pay for it.,
25416, Good morning David! Happy Mother`s Day to your mom lol. Too bad u can`t be with her. She is so awesome!,
25417,My sunglasses broke,
25418,is up with a nasty cough i cant be sick i have a huge weekend ahead of me,
25419,"Really enjoyed Star Trek - great movie, amazing special effects. Definately recommend even if your not a Trekky",
25420, those photos are lovely! Who knew you were as talented a photographer as you are a journalist!,
25421,: So wonderful to spend Mother`s Day with my mum.,
25422,The 'Catch Me If You Can' DVD that I rented from Blockbuster.com yesterday was cracked. Figured it out about 35 minutes into the movie.,
25423, have a lovely weekend,
25424, who what?  call me,
25425, **** no dublin,
25426,So jealous im not at asylum right now,
25427, just giving shouts to all my peoples in Twitterville,
25428,Pwnd from all sides,
25429,"today is maintenance day for me, my flat and my blog...yeahhhh a lot of little works",
25430,"#NHL Not a fan of either team, my head says Detroit, my feet say the Pens my heart doesn`t care   GO KINGS in 2009/2010",
25431,"  you have been busy, have a lovely time",
25432,Having a great chat with a friend. He`s totally putting my mind at ease,
25433," I`ve had that 'problem' too, being charmed fast, I mean. I`ll cross my fingers for you",
25434,"It`s this year. Can`t catch it, won`t be in NY till Oct 2010.   http://bit.ly/AF8JT",
25435, Oh sure . Thx,
25436,I can`t comment directly to someone...... and I`m here all alone,
25437,Is responding to an email.,
25438, i don`t even know what sporting social enterprise means....,
25439, you were great. just awesome. i was crying cuz i wanted to be there so bad,
25440, Right on! Pull up a chair and welcome,
25441,Romantic evening in with papa murphys and 'battle BC' from the history channel,
25442, do you really smoke???,
25443,Bloody sunburned,
25444,"  yeah, big chill here too good foods, good music, great weather!  have a cool day Bro!",
25445, awwww... I`m sorry! I changed the picture... just for you! Because you rock like that!,
25446, ohhh that cant be very fun    but hell you manned it up!!   looks like you got some **** done today!!,
25447, not gonna ask what a boom boom is!  morning.,
25448, don`t forget to follow emma from london =  like you said you would! I wish you aswered my calls  it cost me ÃÂ¯ÃÂ¿ÃÂ½14,
25449,**** i`m gonna miss the grand prix.I`m going to have to try and sneak back to the room,
25450, so close to tennessee,
25451, Yeaup. I was gonna tell ya that,
25452,"trying to wake up, but is finding it very hard",
25453," you need to play something from Mary Poppins at them, everyone knows that`s how rooms get tidy",
25454,Omg i just seen the sun and the moon in the same place  this disproves my theory that they are the same person,
25455, Europe sounds gr8! Will finish my exam on Teus and then we`ll  talk about it,
25456,"Oh, my God..... The end of the first course))) don`t believe in it) but, yeh, so many exams  La-la-la// everything is wonderful!!!!!!!!!!",
25457,im sick and sad its cold,
25458,shut up.,
25459, guess Ill drive it back nine hours,
25460, you`re in harlem? where? im so jealous right now! i miss living in nyc!,
25461, - I`m not letting Reach sink. Thats for sure. I`m still presenting and joint HON! Owens Mon 8pm-10pm & I`m Sat 2pm-4pm,
25462,Wishes she had a pool,
25463,#test SEO SMO marketing  try it,
25464,"**** another day at the office, the sun is bursting from the sky...and the women are eh well...back to the keyboard",
25465,rushing to sitter to pick up my 103F-fevered preschooler,
25466, you didn`t give out #followfriday advice like i told you?,
25467,awake sadly        seeing Leon today !,
25468,uqh soo boredd supposedd to be asleep cuzz i have too wakke upp earlyy but i juss cantt sleepp.! omq tomorroww iss mother`s dayy,
25469, awesome. Wha`dya get her?,
25470,"Should have gone to bed ages ago, **** you tedtalks!  Gotta get up early too",
25471,Had a totally chilled out day relaxing in the garden in the lovely weather. Shame I have to go to work tomorrow,
25472,"  Well I hope you have had a good weekend and even more so have a good day at work 2moro its already monday here,so far so good",
25473, Good for you Rachel.  I have nowt,
25474," bananabrain2 got hit by a car and got screwed! : O, 32 oepn wounds, a broken finger, broken toe (both toe and nail) f**ed up",
25475,I already miss my Mohawk.,
25476,only got 22.90 in tips last night.. (N) but he earned bulk money anywho,
25477,We bought a pool instead of going to California. Now the pool is broken and we have wasted our vacation money for the next 2-3 years.,
25478,Listening to Lady Gaga... Relatives just left after our Mother`s Day celebration,
25479,Cleaning + finding stuff to sell. I`m so poor.,
25480, OMG I just spit my drink out! RIP hair straightener!!,
25481, Thank you so much  Me neitherrrr!,
25482, Ahh! normally I would jump at that but i`m manning the office solo today,
25483, mmm but nothing i can do. lucky ive got great friends like u to cheer me up,
25484,wats up with the racism in australia? Its not nice,
25485,"[Aeroplanes - We Know, Plato!] One of my favorite WKP songs!  ? http://blip.fm/~5jq91",
25486, feeling better - did nothing yesterday but lay around.   hate i missed the youth leader polar bear swim   gotta love youth!,
25487,painting,
25488," oh nos, what happened",
25489,Getting ready to launch the podcast of chapter 1 of 'Turning Left at Albuquerque' this morning. I know you`re excited - so am I!,
25490,"It`s so hard to keep up with everything! There`s the whole coldplaying, twitter, facebook and not to talk about real life... Impossible.",
25491,About to clock into work,
25492,now we are also on twitter  follow us to know the latest!,
25493, I kno I kknow ... sigh... been on. but it sux,
25494, Mr Tweet I think,
25495,i`ve become one of those pathetic girls that feel lonely without their boyfriends hahaha i miss josey already!!,
